sentence,span,type,uri,relation,question,gold familyName
"Perluigi da Palestrina was born in the year 1529, at Palestrina, the Preeneste of the antients: he is stated by.",Perluigi da Palestrina,person,(Q179277),family name,What is the family name of Perluigi da Palestrina?,
"The musical arrangements were under the direction of the organist and choirmaster of the parish church, Mr. J. V, Roberts, Mus, Bac.","Mr. J. V , Roberts",person,(Q56183619),family name,"What is the family name of Mr. J. V , Roberts?",
"this means the enormous distance there is between Rameau and Lully, the most laboured works of the latter being almost childishly simple compared with Rameau’s first opera.",Rameau,person,(Q1145),family name,What is the family name of Rameau?,Rameau
"this means the enormous distance there is between Rameau and Lully, the most laboured works of the latter being almost childishly simple compared with Rameau’s first opera.",Lully,person,(Q1192),family name,What is the family name of Lully?,Lully
"this means the enormous distance there is between Rameau and Lully, the most laboured works of the latter being almost childishly simple compared with Rameau’s first opera.",Rameau,person,(Q9726),family name,What is the family name of Rameau?,Rossini
"* Sento oh Dio” — Madame Ronzi de Begnis, Miss Stephens, Signor Garcia, Signor de Begnis, and Mr. oo Phillips",Madame Ronzi de Begnis,person,(Q3266332),family name,What is the family name of Madame Ronzi de Begnis?,
"* Sento oh Dio” — Madame Ronzi de Begnis, Miss Stephens, Signor Garcia, Signor de Begnis, and Mr. oo Phillips",Miss Stephens,person,(Q5052928),family name,What is the family name of Miss Stephens?,Stephens
"* Sento oh Dio” — Madame Ronzi de Begnis, Miss Stephens, Signor Garcia, Signor de Begnis, and Mr. oo Phillips",Signor de Begnis,person,(Q3770409),family name,What is the family name of Signor de Begnis?,
", We - were never more, if indeed so much convinced, of Mr. Braham’s. superior natural and acquired endowment.",Mr. Braham,person,(Q1699393),family name,What is the family name of Mr. Braham?,Braham
"Tue refined and poetical vocal music of Mr. Salaman appears to be winning its way as speedily as it deserves, if we may judge from the list of his works which accompanies this song.",Mr. Salaman,person,(Q2959519),family name,What is the family name of Mr. Salaman?,
"- Dittersdorf’s music to the Doctor and Apothecary, a drama translated and prepared for the stage by Mr. Cobb.",Dittersdorf,person,(Q78522),family name,What is the family name of Dittersdorf?,Dittersdorf
"- Dittersdorf’s music to the Doctor and Apothecary, a drama translated and prepared for the stage by Mr. Cobb.",Mr. Cobb,person,(Q6131504),family name,What is the family name of Mr. Cobb?,Cobb
"In March 1787, Storace, with his sister, returned to England.",Storace,person,(Q2369747),family name,What is the family name of Storace?,Storace
"name so Jong as Adelina Patti remains on the stage, which will be for two years more",Adelina Patti,person,(Q234166),family name,What is the family name of Adelina Patti?,Patti
"-The programme comprised selections from the works of Bach, Haydn, Mendelssohn, Bennett, Guilmant, Martini, & c., all of which were excellently",Bach,person,(Q1339),family name,What is the family name of Bach?,Bach
"-The programme comprised selections from the works of Bach, Haydn, Mendelssohn, Bennett, Guilmant, Martini, & c., all of which were excellently",Haydn,person,(Q7349),family name,What is the family name of Haydn?,Q16276486
"-The programme comprised selections from the works of Bach, Haydn, Mendelssohn, Bennett, Guilmant, Martini, & c., all of which were excellently",Mendelssohn,person,(Q46096),family name,What is the family name of Mendelssohn?,Mendelssohn; Bartholdy
"-The programme comprised selections from the works of Bach, Haydn, Mendelssohn, Bennett, Guilmant, Martini, & c., all of which were excellently",Bennett,person,(Q201164),family name,What is the family name of Bennett?,Bennett
"-The programme comprised selections from the works of Bach, Haydn, Mendelssohn, Bennett, Guilmant, Martini, & c., all of which were excellently",Guilmant,person,(Q350359),family name,What is the family name of Guilmant?,Guilmant
"-The programme comprised selections from the works of Bach, Haydn, Mendelssohn, Bennett, Guilmant, Martini, & c., all of which were excellently",Martini,person,(Q283651),family name,What is the family name of Martini?,Martini
I shall cite two which Dr. Burney has given in proof of the tact I state.; a.,Dr. Burney,person,(Q547002),family name,What is the family name of Dr. Burney?,Burney
Louis Capotorti — who passes for a harmonist of Durante’ Ss.,Louis Capotorti,person,(Q17992489),family name,What is the family name of Louis Capotorti?,Capotorti
Louis Capotorti — who passes for a harmonist of Durante’ Ss.,Durante,person,(Q314221),family name,What is the family name of Durante?,Durante
"Mr. Hummel’s rondo is a spirited piece, completely in the German style of composition.",Mr. Hummel,person,(Q151953),family name,What is the family name of Mr. Hummel?,Hummel
"The remaining portion of the programme was composed entirely of compositions by Sir Sterndale Bennett, it being the anniversary of his death.",Sir Sterndale Bennett,person,(Q201164),family name,What is the family name of Sir Sterndale Bennett?,Bennett
"It begins with a recitative, more powerful than the general tenor of Weber’s writing in this species.",Weber,person,(Q154812),family name,What is the family name of Weber?,Weber
"I again express a hope that the Copyright Commission, of which Sir Julius Benedict is a member, will in any amendment of the copyright laws compel publishers to notify any reservation of rights.",Sir Julius Benedict,person,(Q510435),family name,What is the family name of Sir Julius Benedict?,Benedict
"That Dr. John Bull was admitted to the livery, though not sworn, for his love and kindness in bestowing the music which was performed in the King’s Chamber gratis.",Dr. John Bull,person,(Q511463),family name,What is the family name of Dr. John Bull?,Bull
"Pathetic Air, wiih Variations for the Piano Forte, by J. N. Hummel.",J. N. Hummel,person,(Q151953),family name,What is the family name of J. N. Hummel?,Hummel
"Furno, who fills this post, is equally active and skilful.",Furno,person,(Q555808),family name,What is the family name of Furno?,Furno
"The second concert (next Thursday) will open with the Egmont Overture, and the Symphony will be the magnificent No.. 3, in B flat, by Schumann.",Schumann,person,(Q7351),family name,What is the family name of Schumann?,Schumann
"On this point, we learn a curious fact from Dr. Chrysander.",Dr. Chrysander,person,(Q65274),family name,What is the family name of Dr. Chrysander?,Chrysander
"Out of the 626 works given in Kéchel’s Catalogue, about 540 will be included in this edition, the remainder being either lost, not quite com - plete, or of doubtful authenticity.",Kéchel,person,(Q78529),family name,What is the family name of Kéchel?,Köchel
"Miss Groom, Miss Flower, and Miss Cubitt; Mr. White, Mr. Giubilei, and Mr. John Parry.",Mr. John Parry,person,(Q6251987),family name,What is the family name of Mr. John Parry?,
"They are distinguished from writings of a similar order by Bellini, Balfe, and other Italian songmakers, by their unassailable correctness.",Bellini,person,(Q170209),family name,What is the family name of Bellini?,Bellini
"They are distinguished from writings of a similar order by Bellini, Balfe, and other Italian songmakers, by their unassailable correctness.",Balfe,person,(Q434171),family name,What is the family name of Balfe?,Balfe
", upon hearing of Mr. Viotti’s situation, proposed his undertaking the direction of the Academie Royale de Musique.",Mr. Viotti,person,(Q313188),family name,What is the family name of Mr. Viotti?,Viotti
"There are more than two hundred works whith as yet remain in manuscript, while a large number of those which have been published are so incorrect and incomplete that they can hardly be said to be known at all, as Mozart wrote them.",Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
"Song, composed by Signor de Beguis; the words by Eugenius Roche Esq.",Signor de Beguis,person,(Q3770409),family name,What is the family name of Signor de Beguis?,
"Song, composed by Signor de Beguis; the words by Eugenius Roche Esq.",Eugenius Roche,person,(Q17015704),family name,What is the family name of Eugenius Roche?,Roche
The programme consisted of Mozart's String Quintett in C major; Haydn's Variations on the Austrian Hymn; Regondi’s us.,Mozart,person,(Q254),family name,What is the family name of Mozart?,Mozart
The programme consisted of Mozart's String Quintett in C major; Haydn's Variations on the Austrian Hymn; Regondi’s us.,Haydn,person,(Q7349),family name,What is the family name of Haydn?,Q16276486
The programme consisted of Mozart's String Quintett in C major; Haydn's Variations on the Austrian Hymn; Regondi’s us.,Regondi,person,(Q981612),family name,What is the family name of Regondi?,Regondi
"Beethoven’s Symphonyin A, No.7, was carefully rendered, and Mr. G. A. Maclarren’s Overture",Beethoven,person,(Q255),family name,What is the family name of Beethoven?,van Beethoven
"Beethoven’s Symphonyin A, No.7, was carefully rendered, and Mr. G. A. Maclarren’s Overture",Mr. G. A. Maclarren,person,(Q1374708),family name,What is the family name of Mr. G. A. Maclarren?,Macfarren
The concert was conducted by Mr. Walter Macfarren with his usual judgment and precision.,Mr. Walter Macfarren,person,(Q18954633),family name,What is the family name of Mr. Walter Macfarren?,Macfarren
"It is written in Italian, by Stefano Arteaga, a Spaniard and an ex - Jesuit.",Stefano Arteaga,person,(Q3972360),family name,What is the family name of Stefano Arteaga?,Arteaga
Six more numbers of the new edition of Cramer's works are published.,Cramer,person,(Q455212),family name,What is the family name of Cramer?,Cramer
"In 1800 he gave two concerts, for the benefit of his master, Gavinies, who presented him with his portrait.",Gavinies,person,(Q490205),family name,What is the family name of Gavinies?,
"And here a question presents itself, which has often been a matter of controversy between the friends and detractors of Cherubini.",Cherubini,person,(Q20721),family name,What is the family name of Cherubini?,Q37104786
"M. Danjou, organist of Notre Dame, at Paris, has recently discovered in the church of Soliez Ville, in the department of the Var, an organ built so far back as the year 1450.",M. Danjou,person,(Q444728),family name,What is the family name of M. Danjou?,Danjou
"Since that period, Dr. Burney obtained two copies of it while in Italy — one from the Padre Martini, who possessed one himself, and the other from Signor Santar elli.",Dr. Burney,person,(Q547002),family name,What is the family name of Dr. Burney?,Burney
"Since that period, Dr. Burney obtained two copies of it while in Italy — one from the Padre Martini, who possessed one himself, and the other from Signor Santar elli.",Padre Martini,person,(Q283651),family name,What is the family name of Padre Martini?,Martini
