sentence,span,type,uri,relation,question,gold occupation
"On this point, we learn a curious fact from Dr. Chrysander.",Dr. Chrysander,person,(Q65274),occupation,What is the occupation of Dr. Chrysander?,writer; editing staff; music critic; musicologist
"Out of the 626 works given in Kéchel’s Catalogue, about 540 will be included in this edition, the remainder being either lost, not quite com - plete, or of doubtful authenticity.",Kéchel,person,(Q78529),occupation,What is the occupation of Kéchel?,naturalist; composer; historian; biographer; editor; botanist; mineralogist; musicologist; music historian
"Miss Groom, Miss Flower, and Miss Cubitt; Mr. White, Mr. Giubilei, and Mr. John Parry.",Mr. John Parry,person,(Q6251987),occupation,What is the occupation of Mr. John Parry?,musician
"They are distinguished from writings of a similar order by Bellini, Balfe, and other Italian songmakers, by their unassailable correctness.",Bellini,person,(Q170209),occupation,What is the occupation of Bellini?,composer
"They are distinguished from writings of a similar order by Bellini, Balfe, and other Italian songmakers, by their unassailable correctness.",Balfe,person,(Q434171),occupation,What is the occupation of Balfe?,composer; conductor; singer; songwriter; opera singer
", upon hearing of Mr. Viotti’s situation, proposed his undertaking the direction of the Academie Royale de Musique.",Mr. Viotti,person,(Q313188),occupation,What is the occupation of Mr. Viotti?,composer; violinist; music teacher; music interpreter
"There are more than two hundred works whith as yet remain in manuscript, while a large number of those which have been published are so incorrect and incomplete that they can hardly be said to be known at all, as Mozart wrote them.",Mozart,person,(Q254),occupation,What is the occupation of Mozart?,composer; pianist; musician; organist; violinist; music educator
"Song, composed by Signor de Beguis; the words by Eugenius Roche Esq.",Signor de Beguis,person,(Q3770409),occupation,What is the occupation of Signor de Beguis?,singer; opera singer
"Song, composed by Signor de Beguis; the words by Eugenius Roche Esq.",Eugenius Roche,person,(Q17015704),occupation,What is the occupation of Eugenius Roche?,poet; journalist
The programme consisted of Mozart's String Quintett in C major; Haydn's Variations on the Austrian Hymn; Regondi’s us.,Mozart,person,(Q254),occupation,What is the occupation of Mozart?,composer; pianist; musician; organist; violinist; music educator
The programme consisted of Mozart's String Quintett in C major; Haydn's Variations on the Austrian Hymn; Regondi’s us.,Haydn,person,(Q7349),occupation,What is the occupation of Haydn?,composer; conductor; pianist; musicologist
The programme consisted of Mozart's String Quintett in C major; Haydn's Variations on the Austrian Hymn; Regondi’s us.,Regondi,person,(Q981612),occupation,What is the occupation of Regondi?,composer; performing artist; guitarist; classical guitarist
"Beethoven’s Symphonyin A, No.7, was carefully rendered, and Mr. G. A. Maclarren’s Overture",Beethoven,person,(Q255),occupation,What is the occupation of Beethoven?,composer
"Beethoven’s Symphonyin A, No.7, was carefully rendered, and Mr. G. A. Maclarren’s Overture",Mr. G. A. Maclarren,person,(Q1374708),occupation,What is the occupation of Mr. G. A. Maclarren?,composer; conductor; university teacher; musicologist; music theorist; music educator; theorist
The concert was conducted by Mr. Walter Macfarren with his usual judgment and precision.,Mr. Walter Macfarren,person,(Q18954633),occupation,What is the occupation of Mr. Walter Macfarren?,composer; conductor; pianist
"It is written in Italian, by Stefano Arteaga, a Spaniard and an ex - Jesuit.",Stefano Arteaga,person,(Q3972360),occupation,What is the occupation of Stefano Arteaga?,writer; art historian; musicologist; music journalist
Six more numbers of the new edition of Cramer's works are published.,Cramer,person,(Q455212),occupation,What is the occupation of Cramer?,composer; businessperson; pianist; publisher
"In 1800 he gave two concerts, for the benefit of his master, Gavinies, who presented him with his portrait.",Gavinies,person,(Q490205),occupation,What is the occupation of Gavinies?,composer
"And here a question presents itself, which has often been a matter of controversy between the friends and detractors of Cherubini.",Cherubini,person,(Q20721),occupation,What is the occupation of Cherubini?,composer; conductor; musicologist; music theorist; music educator
"M. Danjou, organist of Notre Dame, at Paris, has recently discovered in the church of Soliez Ville, in the department of the Var, an organ built so far back as the year 1450.",M. Danjou,person,(Q444728),occupation,What is the occupation of M. Danjou?,composer; organist; journalist; musicologist
"Since that period, Dr. Burney obtained two copies of it while in Italy — one from the Padre Martini, who possessed one himself, and the other from Signor Santar elli.",Dr. Burney,person,(Q547002),occupation,What is the occupation of Dr. Burney?,writer; composer; historian; organist; harpsichordist; musicologist; music historian
"Since that period, Dr. Burney obtained two copies of it while in Italy — one from the Padre Martini, who possessed one himself, and the other from Signor Santar elli.",Padre Martini,person,(Q283651),occupation,What is the occupation of Padre Martini?,composer; historian; Catholic priest; pianist; musicologist; music theorist; music educator
"Since that period, Dr. Burney obtained two copies of it while in Italy — one from the Padre Martini, who possessed one himself, and the other from Signor Santar elli.",Signor Santar elli,person,(Q5565524),occupation,What is the occupation of Signor Santar elli?,composer; opera singer
"He was for many years the usical eptor of the family of the late King Louis ippe, of France.",King Louis ippe,person,(Q7771),occupation,What is the occupation of King Louis ippe?,politician
This is the only one of Rossini’s early works that has retained its place on the stage.,Rossini,person,(Q9726),occupation,What is the occupation of Rossini?,composer
"The choruses would have done credit to Exeter Hall, which is saying a great deal for the choir, and a great deal for Sir Henry Bishop, the director.",Sir Henry Bishop,person,(Q1200639),occupation,What is the occupation of Sir Henry Bishop?,composer; conductor
"Books 1 and 2 of Cottage Divertimentos for the Piano Forte, by P. A. Corri 3.",P. A. Corri,person,(Q7183128),occupation,What is the occupation of P. A. Corri?,composer
"Gems a la Pasta, a Dramatic Fantasia, by J. Moscheles.",J. Moscheles,person,(Q159551),occupation,What is the occupation of J. Moscheles?,composer; conductor; pianist; pedagogue; violinist; university teacher; musicologist; music educator; diarist
"Delcambre Thomas, pupil of M. Ozi, professor of the bassoon ce2",Delcambre Thomas,person,(Q55836534),occupation,What is the occupation of Delcambre Thomas?,composer; bassoonist; music educator
"Delcambre Thomas, pupil of M. Ozi, professor of the bassoon ce2",M.,person,(Q289996),occupation,What is the occupation of M.?,composer; university teacher; bassoonist; musicologist
"Delcambre Thomas, pupil of M. Ozi, professor of the bassoon ce2",Ozi,person,(Q289996),occupation,What is the occupation of Ozi?,composer; university teacher; bassoonist; musicologist
"Immediately in their footsteps appeared those great harmonists Gaetano Greco, Albinoni Caldara,",Gaetano Greco,person,(Q1339827),occupation,What is the occupation of Gaetano Greco?,composer; conductor; organist; music educator
"Immediately in their footsteps appeared those great harmonists Gaetano Greco, Albinoni Caldara,",Albinoni,person,(Q174606),occupation,What is the occupation of Albinoni?,writer; composer; playwright; violinist; chef de chant
"Immediately in their footsteps appeared those great harmonists Gaetano Greco, Albinoni Caldara,",Caldara,person,(Q311571),occupation,What is the occupation of Caldara?,composer; singer; chapelmaster; cellist
"It is necessary to give a more complete analysis of the first chapter, perhaps, than of the subsequent: ones, as it displays in some degree the plan which the Padre Martini intended to pursue.",Padre Martini,person,(Q283651),occupation,What is the occupation of Padre Martini?,composer; historian; Catholic priest; pianist; musicologist; music theorist; music educator
"The honour of a musical doctorate has been but seldom granted by the University of Durham, one of the last to receive this distinction having been the late lamented Dr. Dykes.",Dr. Dykes,person,(Q3269824),occupation,What is the occupation of Dr. Dykes?,composer; organist; cleric; hymnwriter
M. Choron has however re - embodied the bulk of his examples in his “Principes de Composition.,M. Choron,person,(Q1392901),occupation,What is the occupation of M. Choron?,pedagogue; musicologist; music theorist; music educator
"An unfortunate intrigue with a lady of royal birth, having obliged Jarnowick to quit France @ la sourdine, in the year 1780, his situation was filled by the incomparable Viotti, whom the author of Les Jardins, Delille, used to call the “Pindar of the Violin.”",Jarnowick,person,(Q1526160),occupation,What is the occupation of Jarnowick?,composer; violinist
"An unfortunate intrigue with a lady of royal birth, having obliged Jarnowick to quit France @ la sourdine, in the year 1780, his situation was filled by the incomparable Viotti, whom the author of Les Jardins, Delille, used to call the “Pindar of the Violin.”",Viotti,person,(Q313188),occupation,What is the occupation of Viotti?,composer; violinist; music teacher; music interpreter
"An unfortunate intrigue with a lady of royal birth, having obliged Jarnowick to quit France @ la sourdine, in the year 1780, his situation was filled by the incomparable Viotti, whom the author of Les Jardins, Delille, used to call the “Pindar of the Violin.”",Delille,person,(Q981922),occupation,What is the occupation of Delille?,writer; poet; professor; translator; linguist
"As Italian music is strengthened by the adoption of accompaniments written in the style of Haydn and Mozart, -as the operas of Rossini are enjoyed at Vienna and at Berlin, nearly as much as at Naples and Milan, it is probable that thirty years hence there will be but one style of Mugisseurs.",Haydn,person,(Q7349),occupation,What is the occupation of Haydn?,composer; conductor; pianist; musicologist
"As Italian music is strengthened by the adoption of accompaniments written in the style of Haydn and Mozart, -as the operas of Rossini are enjoyed at Vienna and at Berlin, nearly as much as at Naples and Milan, it is probable that thirty years hence there will be but one style of Mugisseurs.",Mozart,person,(Q254),occupation,What is the occupation of Mozart?,composer; pianist; musician; organist; violinist; music educator
