document_id	sentence	named entity mention 	named entity QID	named entity type	property	property value QID	in_web	in_corpus	Verified	Source
TheHarmonicon__1824-016.txt_1256	"(Printed for G. and W. B. Whittaker, dve Maria Lune; and Clementi and Co., Cheapside.)"	Maria Lune	NIL	person	date of birth	NIL	no	no	yes	Corpus
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Marian Haigh	NIL	person	given name	Q20155725				
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Marian Haigh	NIL	person	sex or gender	Q6581072				
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Marian Haigh	NIL	person	country of citizenship	Q145				
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Marian Haigh	NIL	person	occupation	Q483501, Q639669				
TheMusicalTimes__1875-388.txt_1671	The artists engaged were the Misses Agnes Drummond, Josephine Pulham, Marian Haigh, Florence Wydford, and Messrs. Henry Guy, Theodore Distin, E. Stone, and Thurley Beale.	Marian Haigh	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Marie Duval	NIL	person	given name	Q632104	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Marie Duval	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Marie Duval	NIL	person	country of citizenship	Q145	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Marie Duval	NIL	person	occupation	Q177220,Q639669,Q2643890	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Marie Duval	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Marietta Phillips	NIL	person	given name	Q17578110	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Marietta Phillips	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Marietta Phillips	NIL	person	country of citizenship	Q145	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Marietta Phillips	NIL	person	occupation	Q177220,Q639669,Q2643890	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Marietta Phillips	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Mary Jane Williams	NIL	person	given name	Q734578,Q1682564	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Mary Jane Williams	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Mary Jane Williams	NIL	person	country of citizenship	Q145	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Mary Jane Williams	NIL	person	occupation	Q177220,Q639669,Q2643890	no	yes	yes	Corpus
TheMusicalTimes__1876-402.txt_1191	Annie Butterworth, Hannah Edouard, Marietta Phillips, Marie Duval, Mary Jane Williams.	Mary Jane Williams	NIL	person	date of birth	NIL				
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Mdille . Tremelli	NIL	person	given name	NIL				
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Mdille . Tremelli	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Mdille . Tremelli	NIL	person	country of citizenship	Q142	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Mdille . Tremelli	NIL	person	occupation	Q2865819	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Mdille . Tremelli	NIL	person	date of birth	NIL				
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Mdlle . Reggiani	NIL	person	given name	NIL				
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Mdlle . Reggiani	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Mdlle . Reggiani	NIL	person	country of citizenship	Q38	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Mdlle . Reggiani	NIL	person	occupation	Q2865819	no	yes	yes	Corpus
the_Musical_Times_ms_1884-493_4_	"Besides the artists already mentioried we are promised Madame Adelina Patti, Madame Sembrich, Madame Maria Durand, Mdlle. De Vere (her first appearance at the Royai Italian Opera), Madame Scalchi, Mdlle. Reggiani, and Mdille. Tremelli; Signor Nicolini, Signor Marconi, M. Soulacroix, Signor Mierzwinski, Signor Cotogni, M. Devoyod, Signor De Reszké, Signor Monti, and Signor Novara."	Mdlle . Reggiani	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	Messrs. Hobart	NIL	person	given name	NIL				
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	Messrs. Hobart	NIL	person	sex or gender	Q6581097	no	yes	yes	Corpus
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	Messrs. Hobart	NIL	person	country of citizenship	NIL				
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	Messrs. Hobart	NIL	person	occupation	Q29448653	no	yes	yes	Corpus
TheMusicalTimes__1876-397.txt_2399	Agnes Robinson, Mrs. Carmichael, and Messrs. Hobart, Peake, C. J. Lenton, and C. Wilson.	Messrs. Hobart	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-397.txt_889	A new organ, with four manuals, has been ordered from Messrs. Lewis.	Messrs. Lewis	NIL	person	given name	Q16428906,Q1084472	yes	no	yes	https://en.wikipedia.org/wiki/Lewis_%26_Co
TheMusicalTimes__1876-397.txt_889	A new organ, with four manuals, has been ordered from Messrs. Lewis.	Messrs. Lewis	NIL	person	sex or gender	Q6581097	yes	no	yes	https://en.wikipedia.org/wiki/Lewis_%26_Co
TheMusicalTimes__1876-397.txt_889	A new organ, with four manuals, has been ordered from Messrs. Lewis.	Messrs. Lewis	NIL	person	country of citizenship	Q145	yes	no	yes	https://en.wikipedia.org/wiki/Lewis_%26_Co
TheMusicalTimes__1876-397.txt_889	A new organ, with four manuals, has been ordered from Messrs. Lewis.	Messrs. Lewis	NIL	person	occupation	Q1937431	yes	yes	yes	https://en.wikipedia.org/wiki/Lewis_%26_Co
TheMusicalTimes__1876-397.txt_889	A new organ, with four manuals, has been ordered from Messrs. Lewis.	Messrs. Lewis	NIL	person	date of birth	1833	yes	no	yes	https://en.wikipedia.org/wiki/Lewis_%26_Co
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Miss Esther Palliser	NIL	person	given name	Q837839	no	yes	yes	Corpus
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Miss Esther Palliser	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Miss Esther Palliser	NIL	person	country of citizenship	Q145	no	yes	yes	Corpus
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Miss Esther Palliser	NIL	person	occupation	Q3153559	no	yes	yes	Corpus
the_Musical_Times_ms_1896-635_8_	At Bradford, too, there has. been more than ordinary musical activity. On November 22 the second of the Subscription Concerts took place, a miscellaneous programme of much more than average interest being sustained by Miss Esther Palliser, Madame Marian McKenzie, Messrs. Ben Davies and Douglas Powell, with Herr Rosenthal as pianist and Mr. W. H. Squire as violoncellist.	Miss Esther Palliser	NIL	person	date of birth	NIL				
DwightSJournalOfMusic__1875-006.txt_1399	(1 Movement, with Cadenza by Moscheles,) Quintet and 2d Piano Accompaniment,..” Miss Jennie H. Baxter.	Miss Jennie H. Baxter	NIL	person	given name	Q19691616	no	yes	yes	Corpus
DwightSJournalOfMusic__1875-006.txt_1399	(1 Movement, with Cadenza by Moscheles,) Quintet and 2d Piano Accompaniment,..” Miss Jennie H. Baxter.	Miss Jennie H. Baxter	NIL	person	sex or gender	Q6581072	no	yes	yes	Corpus
DwightSJournalOfMusic__1875-006.txt_1399	(1 Movement, with Cadenza by Moscheles,) Quintet and 2d Piano Accompaniment,..” Miss Jennie H. Baxter.	Miss Jennie H. Baxter	NIL	person	country of citizenship	NIL	no	no	yes	
DwightSJournalOfMusic__1875-006.txt_1399	(1 Movement, with Cadenza by Moscheles,) Quintet and 2d Piano Accompaniment,..” Miss Jennie H. Baxter.	Miss Jennie H. Baxter	NIL	person	occupation	Q486748, Q29448653, Q639669	no	yes	yes	Corpus
DwightSJournalOfMusic__1875-006.txt_1399	(1 Movement, with Cadenza by Moscheles,) Quintet and 2d Piano Accompaniment,..” Miss Jennie H. Baxter.	Miss Jennie H. Baxter	NIL	person	date of birth	NIL				
TheMusicalTimes__1876-397.txt_2395	the direction of Mr. Carmichael, on Thursday evening, January 27th, in aid of the Building Fund for The Soloists were Miss Madeline Roe, Miss Marie Ternan,	Miss Marie Ternan	NIL	person	given name	Q632104	no	yes	yes	
